iter	Logloss
214	0.5593319828
215	0.5589942762
216	0.5583555368
217	0.5578807063
218	0.5576701915
219	0.5573006325
220	0.5566376559
221	0.5562857071
222	0.5557842385
223	0.5556016274
224	0.5548023179
225	0.5542369294
226	0.5537546602
227	0.5531050512
228	0.5523911468
229	0.5521613197
230	0.5515698883
231	0.5508886155
232	0.5508762155
233	0.5507025919
234	0.5502962136
235	0.5496014652
236	0.5491392921
237	0.5489680305
238	0.5481769874
239	0.5476868451
240	0.5470830641
241	0.5466582271
242	0.5463222012
243	0.5455689343
244	0.5454853139
245	0.5451046509
246	0.5449427161
247	0.5446413027
248	0.5437895009
249	0.5434103997
250	0.542794665
251	0.5421099832
252	0.5411217789
253	0.5407455574
254	0.5399559575
255	0.5397131717
256	0.5395375248
257	0.5389200043
258	0.5381378138
259	0.5375559155
260	0.5374029526
261	0.5369929927
262	0.5369673143
263	0.5367814994
264	0.5365460601
265	0.5364873785
266	0.5357677466
267	0.5351380342
268	0.5343173993
269	0.5338183626
270	0.5333175068
271	0.5326819679
272	0.5324766037
273	0.5317414564
274	0.5310111036
275	0.5308104595
276	0.5305188472
277	0.5304628409
278	0.5303178307
279	0.5301177934
280	0.529858589
281	0.5296191109
282	0.529452385
283	0.528796094
284	0.5281735055
285	0.527953175
286	0.5270926293
287	0.5265391382
288	0.5259472773
289	0.5257787487
290	0.5256416552
291	0.5253435439
292	0.5253220894
293	0.5251883099
294	0.5246622275
295	0.5243404524
296	0.5236222999
297	0.5230475235
298	0.5222786273
299	0.5217444086
300	0.521240923
301	0.5208355473
302	0.5202309803
303	0.5195794029
304	0.5195593351
305	0.5189778025
306	0.5188469455
307	0.5182468938
308	0.5176654876
309	0.5173807581
310	0.5169270306
311	0.5164482528
312	0.5162593073
313	0.5162086608
314	0.5158133336
315	0.5152866704
316	0.5148785734
317	0.5144423146
318	0.5141733232
319	0.5137626143
320	0.5133946997
321	0.5126044277
322	0.512204005
323	0.5118540662
324	0.511126144
325	0.511005183
326	0.5103720472
327	0.5101793643
328	0.5099502831
329	0.5099417919
330	0.5093331135
331	0.5085939229
332	0.5080711568
333	0.5078527532
334	0.5075515657
335	0.5075237023
336	0.5073683865
337	0.5071330381
338	0.5068250979
339	0.5062612767
340	0.5059384411
341	0.5054238503
342	0.5046239251
343	0.5042361795
344	0.5035390282
345	0.5029737086
346	0.5024359993
347	0.5020849244
348	0.5017252576
349	0.5012384658
350	0.5010066848
351	0.5008534098
352	0.5005474762
353	0.5004356162
354	0.4999141087
355	0.4994737277
356	0.4990415883
357	0.4988273031
358	0.4983195543
359	0.4979223617
360	0.4974044868
361	0.497129052
362	0.4967144295
363	0.496536071
364	0.4960272358
365	0.4952007335
366	0.4951433619
367	0.4948231765
368	0.4943098805
369	0.4940023741
370	0.4937597228
371	0.4935534625
372	0.4931207321
373	0.4927522383
374	0.4923628332
375	0.4915872417
376	0.4914152591
377	0.4913985598
378	0.4913013313
379	0.490834244
380	0.4905323325
381	0.4900568176
382	0.4898903654
383	0.4893682567
384	0.4892096614
385	0.4885785062
386	0.4883381679
387	0.4880383367
388	0.4879950717
389	0.4873803788
390	0.4869919509
391	0.4865103914
392	0.4860236541
393	0.4855708139
394	0.4853036681
395	0.4850384586
396	0.4848590881
397	0.4847606421
398	0.4844141355
399	0.483825363
400	0.483579626
401	0.4833480833
402	0.4830728106
403	0.4824595764
404	0.4819056272
405	0.4818641719
406	0.4817641385
407	0.4814730841
408	0.4809529011
409	0.4804888106
410	0.4801662484
411	0.4797290393
412	0.4797136436
413	0.4792310331
414	0.4788990455
415	0.4784378854
416	0.478001338
417	0.4773753203
418	0.4771173543
419	0.4769018243
420	0.4766013371
421	0.4762790061
422	0.4757151132
423	0.4754696086
424	0.4749401095
425	0.4748610497
426	0.47460738
427	0.4745067357
428	0.4740114706
429	0.4738566348
430	0.4733896765
431	0.4729555808
432	0.4726196816
433	0.4723372184
434	0.4721339306
435	0.4718155763
436	0.4716459194
437	0.4711317761
438	0.4707640027
439	0.4706441057
440	0.4700553274
441	0.4698323631
442	0.4697638634
443	0.4695303539
444	0.4690784501
445	0.4684507302
446	0.4680159776
447	0.4676286373
448	0.4671227569
449	0.4667407175
450	0.4661678566
451	0.4659203851
452	0.465882436
453	0.4653686008
454	0.4652869613
455	0.4650266195
456	0.4649702932
457	0.4645695186
458	0.4644261253
459	0.4640394672
460	0.4639598234
461	0.4638381709
462	0.4634936167
463	0.4628998465
464	0.462457808
465	0.4620488898
466	0.4614879696
467	0.4610510501
468	0.4609966696
469	0.4606994865
470	0.460425775
471	0.4603240003
472	0.4599797959
473	0.4596767597
474	0.4596637913
475	0.4593580196
476	0.4592678903
477	0.458936256
478	0.4589234254
479	0.4588898773
480	0.4583541915
481	0.4580649738
482	0.4574123847
483	0.4570708964
484	0.4568518419
485	0.4562635506
486	0.4559439873
487	0.4558697595
488	0.455221916
489	0.4551895967
490	0.4548397329
491	0.4544588109
492	0.4543859206
493	0.4539435761
494	0.453917158
495	0.453496193
496	0.4531530439
497	0.4528827935
498	0.4524431249
499	0.452161024
500	0.4518441273
501	0.4514308882
502	0.4512935883
503	0.450901274
504	0.4507138277
505	0.4503894612
506	0.4500854524
507	0.4497391135
508	0.4497082829
509	0.4493328187
510	0.4489555465
511	0.4486530752
512	0.4483009549
513	0.4481855199
514	0.4477558356
515	0.447561288
516	0.4474446356
517	0.4471980288
518	0.4470438997
519	0.4469320024
520	0.4467784525
521	0.446725235
522	0.4464919675
523	0.4463524223
524	0.4457633388
525	0.44546172
526	0.4448926489
527	0.4448625969
528	0.4445102077
529	0.444394799
530	0.444346649
531	0.4440402638
532	0.4437148149
533	0.4436478957
534	0.4434213429
535	0.4430613238
536	0.4428427907
537	0.442774045
538	0.4424536872
539	0.4421488808
540	0.4419374785
541	0.4418125246
542	0.4414417724
543	0.44131007
544	0.4411266494
545	0.4411160833
546	0.4407381734
547	0.4403411024
548	0.4400140517
549	0.4400028261
550	0.4399599038
551	0.4396580793
552	0.4393274254
553	0.4387802785
554	0.4386208349
555	0.4382605279
556	0.4379802208
557	0.4376444363
558	0.4373818605
559	0.4373639445
560	0.4370040739
561	0.436624887
562	0.4363075626
563	0.4358811616
564	0.4358607581
565	0.4356757693
566	0.4354672395
567	0.435032593
568	0.434603321
569	0.4341316429
570	0.4339845381
571	0.4338042961
572	0.4334751793
573	0.4334649989
574	0.4332566642
575	0.4331032291
576	0.4325686244
577	0.4321756145
578	0.4316874243
579	0.4315002906
580	0.431280124
581	0.4312531027
582	0.4309194537
583	0.4306998657
584	0.4302267592
585	0.429941508
586	0.42978547
587	0.4294663727
588	0.4290607474
589	0.4288645663
590	0.4285683367
591	0.4281728292
592	0.428073397
593	0.4277825626
594	0.4276362356
595	0.4273836613
596	0.4271750781
597	0.4269658711
598	0.4267386449
599	0.4264984374
600	0.4260558046
601	0.4256643896
602	0.4253333147
603	0.4249272788
604	0.4246724732
605	0.4243446934
606	0.4240417641
607	0.4237278638
608	0.4232874705
609	0.4231655286
610	0.4229894403
611	0.4227081445
612	0.422633408
613	0.4225544613
614	0.4225331811
615	0.4223887007
616	0.4221025282
617	0.4219977859
618	0.4217571842
619	0.4215027508
620	0.4210732741
621	0.4210203431
622	0.4204691047
623	0.4199814619
624	0.4197613125
625	0.4195905812
626	0.4192449771
627	0.4190317681
628	0.4187426649
629	0.418421035
630	0.418064058
631	0.4178585203
632	0.4175996697
633	0.4175625689
634	0.4174020409
635	0.4171189713
636	0.4169474323
637	0.4168255646
638	0.4165312037
639	0.4162511289
640	0.4160390651
641	0.416030539
642	0.4159546069
643	0.4158880781
644	0.415514193
645	0.415505337
646	0.4151567153
647	0.4147170195
648	0.4144035041
649	0.4143638749
650	0.4138993542
651	0.4138742588
652	0.4135481067
653	0.4131901638
654	0.4130035735
655	0.412967546
656	0.4126833095
657	0.4123856637
658	0.4121069453
659	0.4120408837
660	0.4117687291
661	0.4113911348
662	0.4113548996
663	0.4112835932
664	0.4107831064
665	0.4107120834
666	0.4105581816
667	0.4102298445
668	0.4099149306
669	0.4096421066
670	0.4094569062
671	0.4094315279
672	0.4090023424
673	0.4088162159
674	0.4087582272
675	0.408609054
676	0.4082080601
677	0.40818174
678	0.4079826637
679	0.4077675158
680	0.4075530901
681	0.4072215945
682	0.4069316634
683	0.4068625017
684	0.4066487546
685	0.4062817407
686	0.4057927935
687	0.4057708089
688	0.4057012484
689	0.4054853098
690	0.4051078754
691	0.4048584197
692	0.404740363
693	0.4046458745
694	0.4042951065
695	0.4042576793
696	0.4040680528
697	0.4036437911
698	0.4033619329
699	0.4032613547
700	0.4032402523
701	0.4030680243
702	0.4028651801
703	0.4025527185
704	0.4024629333
705	0.4021995576
706	0.4018871259
707	0.4015682996
708	0.4011514114
709	0.4009787429
710	0.400585873
711	0.400307558
712	0.4002597007
713	0.4001508749
714	0.4000150245
715	0.3997426628
716	0.3995272391
717	0.3993790092
718	0.3990983718
719	0.3989303661
720	0.3987589556
721	0.398669066
722	0.3985716863
723	0.3983972447
724	0.3981546011
725	0.397752675
726	0.3973915514
727	0.3971060962
728	0.3970988155
729	0.3970150731
730	0.3967706233
731	0.3965035868
732	0.396198034
733	0.3961772264
734	0.3959159144
735	0.3957405763
736	0.3956731558
737	0.3953221451
738	0.3950211768
739	0.3950005404
740	0.3948202774
741	0.3946244864
742	0.3942701673
743	0.3939241236
744	0.3937712467
745	0.3936596769
746	0.3934374342
747	0.3933694221
748	0.3932566597
749	0.3930409618
750	0.3927814451
751	0.3926468657
752	0.3923684686
753	0.3921928675
754	0.3919818572
755	0.3917560176
756	0.3915322011
757	0.3913573544
758	0.3912516076
759	0.3909197935
760	0.3905189321
761	0.390410298
762	0.3903582656
763	0.3902639697
764	0.3900935558
765	0.3898950236
766	0.3895252278
767	0.3892811444
768	0.3888273115
769	0.3884752856
770	0.388435741
771	0.3883815124
772	0.388151825
773	0.3879953273
774	0.3879858025
775	0.3877083322
776	0.3874179448
777	0.387381982
778	0.3871265501
779	0.3870362326
780	0.3868331559
781	0.3865495342
782	0.3863302325
783	0.3862595796
784	0.3860839673
785	0.3856830519
786	0.3852897288
787	0.38521242
788	0.3851807474
789	0.3850019197
790	0.384758742
791	0.3844532186
792	0.3842618514
793	0.3841997905
794	0.3841714823
795	0.3838405295
796	0.3837881042
797	0.3837506515
798	0.3836964214
799	0.3835048261
800	0.3831472223
801	0.3830720211
802	0.3828705399
803	0.3826104242
804	0.3822684961
805	0.3821454658
806	0.3821036151
807	0.3820204804
808	0.3818511346
809	0.3816775412
810	0.381519559
811	0.381500436
812	0.3813081267
813	0.3809223901
814	0.3808872181
815	0.3806556638
816	0.3804630322
817	0.3802352974
818	0.3802019861
819	0.3798476174
820	0.3798303315
821	0.3797385083
822	0.3796545222
823	0.3793568364
824	0.3791557425
825	0.3788295631
826	0.3787210935
827	0.3785836749
828	0.3782792488
829	0.378274419
830	0.378140868
831	0.3779195933
832	0.3778372104
833	0.3776593986
834	0.3775864534
835	0.3775337171
836	0.377383129
837	0.3770894169
838	0.3769331745
839	0.3766137119
840	0.3764207915
841	0.3761164584
842	0.3757305957
843	0.3754542662
844	0.3754338499
845	0.3753570899
846	0.3750012006
847	0.3749097873
848	0.374566473
849	0.3745531048
850	0.3743761858
851	0.3740185423
852	0.3738790022
853	0.3737947652
854	0.3735604313
855	0.3733966949
856	0.373073264
857	0.3729090317
858	0.3726440612
859	0.3725560443
860	0.3722957561
861	0.372150104
862	0.3718396406
863	0.3716300522
864	0.3714109386
865	0.371295757
866	0.3712896341
867	0.3710322123
868	0.3708039437
869	0.3706573435
870	0.3704765157
871	0.3701703603
872	0.370048116
873	0.3697759725
874	0.3694519376
875	0.3692558253
876	0.3690035578
877	0.3689212085
878	0.3687027127
879	0.3686143593
880	0.3685691755
881	0.3684479588
882	0.3681919504
883	0.368029963
884	0.3677421581
885	0.3676179691
886	0.367474049
887	0.3672611457
888	0.3672151137
889	0.3671858028
890	0.3670671209
891	0.3669117743
892	0.3667652661
893	0.3666855871
894	0.3663905687
895	0.3662168281
896	0.3660309548
897	0.3657569682
898	0.3655463171
899	0.3654820003
900	0.3653125011
901	0.3653069838
902	0.3650187797
903	0.3650044399
904	0.364724621
905	0.3645773405
906	0.3645722177
907	0.3645652127
908	0.3643615926
909	0.3641734489
910	0.3638811705
911	0.363580359
912	0.3634174026
913	0.3631416982
914	0.3630783459
915	0.3630461901
916	0.362808845
917	0.3625908811
918	0.3624112444
919	0.3621944911
920	0.3619602571
921	0.3617059966
922	0.3616207013
923	0.3613791926
924	0.3612130437
925	0.361115926
926	0.3609380641
927	0.3606852156
928	0.3604863375
929	0.3601967863
930	0.3601377189
931	0.3599113685
932	0.3598957126
933	0.359677216
934	0.3595471431
935	0.3592948112
936	0.3592194203
937	0.3591349637
938	0.3591128808
939	0.3588638346
940	0.3585968164
941	0.358325687
942	0.3580202871
943	0.3579884127
944	0.3576959088
945	0.3574318123
946	0.3571449894
947	0.3571286535
948	0.3569598643
949	0.3568417679
950	0.3566239966
951	0.3562849169
952	0.356092929
953	0.3560897029
954	0.3558570936
955	0.3555221761
956	0.355365112
957	0.3550669685
958	0.3549456781
959	0.3547638747
960	0.3544091489
961	0.3541790463
962	0.3538970252
963	0.353782263
964	0.3535028276
965	0.3533313183
966	0.3532811031
967	0.3532316874
968	0.3529374696
969	0.3529162599
970	0.3528742132
971	0.3526220582
972	0.3523047125
973	0.3521337727
974	0.3518704251
975	0.3517973951
976	0.3516589306
977	0.3516130692
978	0.3512828115
979	0.351208436
980	0.3509305552
981	0.3506812086
982	0.3505933479
983	0.3503705343
984	0.3501508345
985	0.3501445847
986	0.3499389235
987	0.3496627834
988	0.3495570215
989	0.3495161239
990	0.3494891363
991	0.3493250744
992	0.3492367437
993	0.3491211536
994	0.3489676285
995	0.3488965652
996	0.3486842402
997	0.348562688
998	0.3484971118
999	0.3482866486
